gene name,description,gene id,protein id,GO general category
FTSJ2,FtsJ RNA methyltransferase homolog 2 (E. coli) [Source:HGNC Symbol;Acc:16352],ENSG00000122687,ENSP00000392343,"GO:0008168,GO:0001510,GO:0032259,GO:0008650,GO:0005739,GO:0005730,GO:0008283,GO:0006364,GO:0031167"
DDX56,DEAD (Asp-Glu-Ala-Asp) box helicase 56 [Source:HGNC Symbol;Acc:18193],ENSG00000136271,ENSP00000258772,"GO:0005524,GO:0003676,GO:0008026,GO:0003723,GO:0003677,GO:0016787,GO:0004386,GO:0004004,GO:0005730,GO:0006364"
RBM28,RNA binding motif protein 28 [Source:HGNC Symbol;Acc:21863],ENSG00000106344,ENSP00000223073,"GO:0000166,GO:0003676,GO:0003723,GO:0005730,GO:0005794,GO:0005681,GO:0006397,GO:0008380"
UTP11L,"UTP11-like, U3 small nucleolar ribonucleoprotein, (yeast) [Source:HGNC Symbol;Acc:24329]",ENSG00000183520,ENSP00000362105,"GO:0032040,GO:0006364,GO:0005515,GO:0005737,GO:0005615,GO:0005730,GO:0043065,GO:0007399,GO:0042274"
MRPS18B,mitochondrial ribosomal protein S18B [Source:HGNC Symbol;Acc:14516],ENSG00000223775,ENSP00000402718,"GO:0003735,GO:0005622,GO:0005840,GO:0005763,GO:0006412,GO:0005739"
RPL14,ribosomal protein L14 [Source:HGNC Symbol;Acc:10305],ENSG00000188846,ENSP00000379506,"GO:0003735,GO:0005622,GO:0005840,GO:0006412,GO:0003723,GO:0005515,GO:0005737,GO:0005829,GO:0022625,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0006364,GO:0044267,GO:0006614,GO:0042273,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083"
RPL37,ribosomal protein L37 [Source:HGNC Symbol;Acc:10347],ENSG00000145592,ENSP00000422823,"GO:0046872,GO:0003735,GO:0019843,GO:0005622,GO:0005840,GO:0006412,GO:0003723,GO:0005829,GO:0022625,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0044267,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0000184,GO:0006415,GO:0019083"
GEMIN5,gem (nuclear organelle) associated protein 5 [Source:HGNC Symbol;Acc:20043],ENSG00000082516,ENSP00000285873,"GO:0005515,GO:0017069,GO:0005634,GO:0005737,GO:0005829,GO:0005654,GO:0005681,GO:0016604,GO:0097504,GO:0010467,GO:0016070,GO:0000398,GO:0006461,GO:0000387,GO:0034660"
MKRN1,makorin ring finger protein 1 [Source:HGNC Symbol;Acc:7112],ENSG00000133606,ENSP00000416369,"GO:0005515,GO:0008270,GO:0046872,GO:0003682,GO:0016874,GO:0016567"
MKRN2,makorin ring finger protein 2 [Source:HGNC Symbol;Acc:7113],ENSG00000075975,ENSP00000170447,"GO:0005515,GO:0008270,GO:0046872,GO:0016874,GO:0005622,GO:0016567"
MKRN3,makorin ring finger protein 3 [Source:HGNC Symbol;Acc:7114],ENSG00000179455,ENSP00000313881,"GO:0005515,GO:0008270,GO:0016874,GO:0046872,GO:0030529,GO:0016567"
NOA1,nitric oxide associated 1 [Source:HGNC Symbol;Acc:28473],ENSG00000084092,ENSP00000264230,"GO:0005515,GO:0005525,GO:0003924,GO:0005739,GO:0005743,GO:0031314,GO:0043457,GO:0010941,GO:0032543,GO:0006915,GO:0042254,GO:0006184"
PINX1,"PIN2/TERF1 interacting, telomerase inhibitor 1 [Source:HGNC Symbol;Acc:30046]",ENSG00000254093,ENSP00000318966,"GO:0003676,GO:0005634,GO:0005737,GO:0005739,GO:0043231,GO:0005730,GO:0005515,GO:0070034,GO:0010521,GO:0005819,GO:0000777,GO:0000781,GO:0000776,GO:0000228,GO:0008285,GO:0007080,GO:0051974,GO:0007004,GO:0051972"
HRSP12,heat-responsive protein 12 [Source:HGNC Symbol;Acc:16897],ENSG00000132541,ENSP00000428596,"GO:0019239,GO:0004519,GO:0005634,GO:0005737,GO:0005739,GO:0006449"
TDRD9,tudor domain containing 9 [Source:HGNC Symbol;Acc:20122],ENSG00000156414,ENSP00000343545,"GO:0005524,GO:0003676,GO:0008026,GO:0004386,GO:0005634,GO:0071547,GO:0030154,GO:0007275,GO:0007283,GO:0007140,GO:0009566,GO:0031047,GO:0034587,GO:0043046,GO:0005515"
DHX30,DEAH (Asp-Glu-Ala-His) box polypeptide 30 [Source:HGNC Symbol;Acc:16716],ENSG00000132153,ENSP00000343442,"GO:0005515,GO:0005524,GO:0003676,GO:0003725,GO:0008026,GO:0003682,GO:0004386,GO:0005737,GO:0005739,GO:0042645"
DHX29,DEAH (Asp-Glu-Ala-His) box polypeptide 29 [Source:HGNC Symbol;Acc:15815],ENSG00000067248,ENSP00000251636,"GO:0005524,GO:0003676,GO:0008026,GO:0003743,GO:0004386,GO:0043024,GO:0005739,GO:0016282"
DHX57,DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57 [Source:HGNC Symbol;Acc:20086],ENSG00000163214,ENSP00000295373,"GO:0005515,GO:0046872,GO:0005524,GO:0003676,GO:0004386,GO:0008026"
YTHDC2,YTH domain containing 2 [Source:HGNC Symbol;Acc:24721],ENSG00000047188,ENSP00000161863,"GO:0003676,GO:0005515,GO:0005524,GO:0008026,GO:0004386"
DHX36,DEAH (Asp-Glu-Ala-His) box polypeptide 36 [Source:HGNC Symbol;Acc:14410],ENSG00000174953,ENSP00000417078,"GO:0005524,GO:0003676,GO:0008026,GO:0004386,GO:0005634,GO:0005737,GO:0003725,GO:0009615,GO:0043330,GO:0005515,GO:0005829,GO:0045087,GO:0032481"
DHX9,DEAH (Asp-Glu-Ala-His) box polypeptide 9 [Source:HGNC Symbol;Acc:2750],ENSG00000135829,ENSP00000356520,"GO:0005515,GO:0003723,GO:0005524,GO:0003676,GO:0003677,GO:0008026,GO:0004003,GO:0004386,GO:0001085,GO:0003724,GO:0004004,GO:0005634,GO:0005737,GO:0005829,GO:0005730,GO:0005654,GO:0005813,GO:0030529,GO:0070937,GO:0045087,GO:0010467,GO:0008380,GO:0000398,GO:0007623,GO:0034605,GO:0032481,GO:0070934"
EIF3G,"eukaryotic translation initiation factor 3, subunit G [Source:HGNC Symbol;Acc:3274]",ENSG00000130811,ENSP00000466860,"GO:0003743,GO:0005852,GO:0005737,GO:0000166,GO:0003676,GO:0005515,GO:0005634,GO:0005829,GO:0048471,GO:0016282,GO:0033290,GO:0006413,GO:0006412,GO:0010467,GO:0001731,GO:0006446,GO:0044267"
NOL10,nucleolar protein 10 [Source:HGNC Symbol;Acc:25862],ENSG00000115761,ENSP00000263837,"GO:0005515,GO:0005634,GO:0005730"
UTP15,"UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25758]",ENSG00000164338,ENSP00000421669,"GO:0005515,GO:0005730,GO:0006364,GO:0005737"
GATC,"glutamyl-tRNA(Gln) amidotransferase, subunit C [Source:HGNC Symbol;Acc:25068]",ENSG00000257218,ENSP00000446872,"GO:0006450,GO:0005524,GO:0050567,GO:0005739,GO:0030956,GO:0032543,GO:0070681"
TCOF1,Treacher Collins-Franceschetti syndrome 1 [Source:HGNC Symbol;Acc:11654],ENSG00000070814,ENSP00000409944,"GO:0005515,GO:0005215,GO:0005634,GO:0005737,GO:0005730,GO:0001501,GO:0042790"
NONO,"non-POU domain containing, octamer-binding [Source:HGNC Symbol;Acc:7871]",ENSG00000147140,ENSP00000441364,"GO:0000166,GO:0003723,GO:0005515,GO:0003676,GO:0003677,GO:0042802,GO:0005634,GO:0005730,GO:0016363,GO:0016607,GO:0042382,GO:0006351,GO:0006355,GO:0006281,GO:0006310,GO:0006397,GO:0008380"
PSPC1,paraspeckle component 1 [Source:HGNC Symbol;Acc:20320],ENSG00000121390,ENSP00000393069,"GO:0003676,GO:0005515,GO:0000166,GO:0003723,GO:0005654,GO:0005634,GO:0005737,GO:0005730,GO:0016363,GO:0016607,GO:0042382,GO:0006351,GO:0006355"
SFPQ,splicing factor proline/glutamine-rich [Source:HGNC Symbol;Acc:10774],ENSG00000116560,ENSP00000349748,"GO:0005515,GO:0000166,GO:0003723,GO:0003676,GO:0003677,GO:0042382,GO:0005737,GO:0005654,GO:0016363,GO:0000122,GO:0006351,GO:0006281,GO:0006310,GO:0006397,GO:0008380,GO:0000380"
NUDT21,nudix (nucleoside diphosphate linked moiety X)-type motif 21 [Source:HGNC Symbol;Acc:13870],ENSG00000167005,ENSP00000300291,"GO:0016787,GO:0003729,GO:0005849,GO:0006378,GO:0003723,GO:0005515,GO:0042803,GO:0042826,GO:0017091,GO:0005634,GO:0005654,GO:0005813,GO:0042382,GO:0006366,GO:0010467,GO:0006397,GO:0008380,GO:0000398,GO:0051262,GO:0031124,GO:0006369"
MRPL19,mitochondrial ribosomal protein L19 [Source:HGNC Symbol;Acc:14052],ENSG00000115364,ENSP00000377486,"GO:0003735,GO:0005739,GO:0005840,GO:0006412,GO:0005622,GO:0005634,GO:0031965"
URM1,ubiquitin related modifier 1 [Source:HGNC Symbol;Acc:28378],ENSG00000167118,ENSP00000361941,"GO:0005515,GO:0016783,GO:0005737,GO:0005829,GO:0002098,GO:0034227"
MRPL53,mitochondrial ribosomal protein L53 [Source:HGNC Symbol;Acc:16684],ENSG00000204822,ENSP00000258105,"GO:0005739,GO:0005840"
RBM48,RNA binding motif protein 48 [Source:HGNC Symbol;Acc:21785],ENSG00000127993,ENSP00000419242,"GO:0000166,GO:0005634,GO:0003723"
REPIN1,replication initiator 1 [Source:HGNC Symbol;Acc:17922],ENSG00000214022,ENSP00000417291,"GO:0046872,GO:0003677,GO:0005634,GO:0031965,GO:0005664,GO:0005811,GO:0022626,GO:0006260,GO:2000191,GO:2001273,GO:0003676,GO:0005829"
ZC3H12B,zinc finger CCCH-type containing 12B [Source:HGNC Symbol;Acc:17407],ENSG00000102053,ENSP00000408077,"GO:0046872,GO:0004519"
ZC3H12C,zinc finger CCCH-type containing 12C [Source:HGNC Symbol;Acc:29362],ENSG00000149289,ENSP00000278590,"GO:0046872,GO:0004519"
ZC3H12D,zinc finger CCCH-type containing 12D [Source:HGNC Symbol;Acc:21175],ENSG00000178199,ENSP00000374592,"GO:0046872,GO:0004519,GO:0005634,GO:0005737,GO:0043231,GO:0030308,GO:2000134"
ZC3H12A,zinc finger CCCH-type containing 12A [Source:HGNC Symbol;Acc:26259],ENSG00000163874,ENSP00000362179,"GO:0005515,GO:0046872,GO:0004519,GO:0005634,GO:0005886,GO:0005737,GO:0010629,GO:0010508,GO:0010884,GO:0006915,GO:0030154,GO:0045600,GO:0001525,GO:0010628,GO:0032088,GO:0071222,GO:2000379,GO:0032720,GO:0045019,GO:0043031,GO:0032715"
TRMT5,tRNA methyltransferase 5 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:23141],ENSG00000126814,ENSP00000261249,"GO:0016740,GO:0052906,GO:0005634,GO:0005759"
TRMT61A,tRNA methyltransferase 61 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:23790],ENSG00000166166,ENSP00000299202,"GO:0016429,GO:0031515,GO:0030488,GO:0005634"
PABPN1L,"poly(A) binding protein, nuclear 1-like (cytoplasmic) [Source:HGNC Symbol;Acc:37237]",ENSG00000205022,ENSP00000408598,"GO:0000166,GO:0003723,GO:0003676,GO:0005737"
PABPN1,"poly(A) binding protein, nuclear 1 [Source:HGNC Symbol;Acc:8565]",ENSG00000100836,ENSP00000216727,"GO:0003676,GO:0000166,GO:0005634,GO:0005737,GO:0003723,GO:0005515,GO:0005654,GO:0030529,GO:0006366,GO:0010467,GO:0008380,GO:0000398,GO:0006396,GO:0016973,GO:0006936,GO:0031124,GO:0019048,GO:0019058,GO:0006369,GO:0019054,GO:0046778"
LSG1,large subunit GTPase 1 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25652],ENSG00000041802,ENSP00000265245,"GO:0005634,GO:0005737,GO:0005525,GO:0003924,GO:0005829,GO:0005783,GO:0015030,GO:0015031,GO:0042254,GO:0006184,GO:0051168"
GNL1,guanine nucleotide binding protein-like 1 [Source:HGNC Symbol;Acc:4413],ENSG00000206412,ENSP00000372942,"GO:0005525,GO:0005198,GO:0003924,GO:0005829,GO:0005615,GO:0006974,GO:0042254,GO:0007165,GO:0006184,GO:0002456"
EEF1G,eukaryotic translation elongation factor 1 gamma [Source:HGNC Symbol;Acc:3213],ENSG00000254772,ENSP00000331901,"GO:0005515,GO:0003746,GO:0005853,GO:0006414,GO:0005829,GO:0005622,GO:0009615,GO:0006412,GO:0010467,GO:0044267"
RBM33,RNA binding motif protein 33 [Source:HGNC Symbol;Acc:27223],ENSG00000184863,ENSP00000376510,"GO:0003676,GO:0000166,GO:0003723"
RPP25,ribonuclease P/MRP 25kDa subunit [Source:HGNC Symbol;Acc:30361],ENSG00000178718,ENSP00000317691,"GO:0003723,GO:0005515,GO:0003676,GO:0004526,GO:0005634,GO:0005739,GO:0005813,GO:0008033"
RPP25L,ribonuclease P/MRP 25kDa subunit-like [Source:HGNC Symbol;Acc:19909],ENSG00000164967,ENSP00000297613,"GO:0003676,GO:0005634"
RPP38,ribonuclease P/MRP 38kDa subunit [Source:HGNC Symbol;Acc:30329],ENSG00000152464,ENSP00000367443,"GO:0005515,GO:0004526,GO:0005634,GO:0005655,GO:0008033"
GARS,glycyl-tRNA synthetase [Source:HGNC Symbol;Acc:4162],ENSG00000106105,ENSP00000373918,"GO:0005515,GO:0000166,GO:0005524,GO:0046983,GO:0004812,GO:0004820,GO:0005739,GO:0005737,GO:0005829,GO:0005759,GO:0030141,GO:0010467,GO:0006418,GO:0008219,GO:0015966,GO:0006426"
DRG2,developmentally regulated GTP binding protein 2 [Source:HGNC Symbol;Acc:3030],ENSG00000108591,ENSP00000225729,"GO:0005525,GO:0015093,GO:0016021,GO:0015684,GO:0005737,GO:0005739,GO:0007165"
TRMU,tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase [Source:HGNC Symbol;Acc:25481],ENSG00000100416,ENSP00000370407,"GO:0016740,GO:0008168,GO:0005737,GO:0008033,GO:0005524,GO:0000049,GO:0004066,GO:0004808,GO:0016783,GO:0005739,GO:0006529,GO:0006399"
GNL2,guanine nucleotide binding protein-like 2 (nucleolar) [Source:HGNC Symbol;Acc:29925],ENSG00000134697,ENSP00000362153,"GO:0005525,GO:0015093,GO:0016021,GO:0015684,GO:0003924,GO:0005634,GO:0005730,GO:0042254,GO:0006184"
CPSF2,"cleavage and polyadenylation specific factor 2, 100kDa [Source:HGNC Symbol;Acc:2325]",ENSG00000165934,ENSP00000298875,"GO:0016787,GO:0005847,GO:0006379,GO:0006378,GO:0003723,GO:0005515,GO:0005654,GO:0006366,GO:0010467,GO:0008380,GO:0000398,GO:0006406,GO:0006398,GO:0031124,GO:0006369"
CD3EAP,"CD3e molecule, epsilon associated protein [Source:HGNC Symbol;Acc:24219]",ENSG00000117877,ENSP00000310966,"GO:0003899,GO:0005634,GO:0005737,GO:0005739,GO:0005694,GO:0005730,GO:0000120,GO:0005736,GO:0007169,GO:0009303,GO:0005515"
HDLBP,high density lipoprotein binding protein [Source:HGNC Symbol;Acc:4857],ENSG00000115677,ENSP00000312042,"GO:0003723,GO:0008289,GO:0005634,GO:0005886,GO:0005737,GO:0034364,GO:0008203,GO:0006869"
RDM1,RAD52 motif 1 [Source:HGNC Symbol;Acc:19950],ENSG00000187456,ENSP00000378035,"GO:0000166,GO:0003723,GO:0003676,GO:0003677,GO:0005737,GO:0005730,GO:0016605,GO:0015030,GO:0006281,GO:0006310"
BYSL,bystin-like [Source:HGNC Symbol;Acc:1157],ENSG00000112578,ENSP00000230340,"GO:0005634,GO:0043231,GO:0005730,GO:0005515,GO:0005737,GO:0045177,GO:0001701,GO:0001825,GO:0008283,GO:0007155,GO:0007565,GO:0001829,GO:0000462"
GEMIN8,gem (nuclear organelle) associated protein 8 [Source:HGNC Symbol;Acc:26044],ENSG00000046647,ENSP00000369895,"GO:0005515,GO:0005634,GO:0005737,GO:0005681,GO:0097504,GO:0032797,GO:0000387"
XPO5,exportin 5 [Source:HGNC Symbol;Acc:17675],ENSG00000124571,ENSP00000265351,"GO:0000049,GO:0008565,GO:0005488,GO:0006611,GO:0003723,GO:0005515,GO:0008536,GO:0005634,GO:0005737,GO:0005829,GO:0005654,GO:0010467,GO:0031047,GO:0006886"
ZNF622,zinc finger protein 622 [Source:HGNC Symbol;Acc:30958],ENSG00000173545,ENSP00000310042,"GO:0005515,GO:0008270,GO:0003676,GO:0005737,GO:0005730,GO:0005794,GO:0043065,GO:0046330,GO:0043410,GO:0008631,GO:0033674"
DZIP1,DAZ interacting protein 1 [Source:HGNC Symbol;Acc:20908],ENSG00000134874,ENSP00000257312,"GO:0005515,GO:0046872,GO:0005634,GO:0036064,GO:0005737,GO:0005814,GO:0043234,GO:0042384,GO:0007275,GO:0007283,GO:0007281"
DZIP1L,DAZ interacting zinc finger protein 1-like [Source:HGNC Symbol;Acc:26551],ENSG00000158163,ENSP00000332148,"GO:0046872,GO:0036064,GO:0005814,GO:0042384"
GSPT1,G1 to S phase transition 1 [Source:HGNC Symbol;Acc:4621],ENSG00000103342,ENSP00000408399,"GO:0005525,GO:0003924,GO:0005515,GO:0003747,GO:0005622,GO:0006479,GO:0000082,GO:0006184,GO:0000184"
HBS1L,HBS1-like (S. cerevisiae) [Source:HGNC Symbol;Acc:4834],ENSG00000112339,ENSP00000389826,"GO:0005525,GO:0003924,GO:0003746,GO:0006412,GO:0007165"
GSPT2,G1 to S phase transition 2 [Source:HGNC Symbol;Acc:4622],ENSG00000268273,ENSP00000470900,"GO:0005515,GO:0005525,GO:0003924,GO:0005829,GO:0006412,GO:0010467,GO:0016070,GO:0016071,GO:0007049,GO:0044267,GO:0000184,GO:0006415"
EIF2D,eukaryotic translation initiation factor 2D [Source:HGNC Symbol;Acc:6583],ENSG00000143486,ENSP00000271764,"GO:0003723,GO:0005515,GO:0004872,GO:0003743,GO:0005737,GO:0006886,GO:0006413"
METTL1,methyltransferase like 1 [Source:HGNC Symbol;Acc:7030],ENSG00000037897,ENSP00000314441,"GO:0008176,GO:0006400,GO:0005515,GO:0000049,GO:0005634,GO:0005737,GO:0043231,GO:0036265"
RNASEH1,ribonuclease H1 [Source:HGNC Symbol;Acc:18466],ENSG00000171865,ENSP00000313350,"GO:0003723,GO:0042803,GO:0003676,GO:0000287,GO:0004540,GO:0004523,GO:0005634,GO:0005739,GO:0006264,GO:0006401"
ZNHIT6,"zinc finger, HIT-type containing 6 [Source:HGNC Symbol;Acc:26089]",ENSG00000117174,ENSP00000414344,"GO:0005515,GO:0046872,GO:0042802,GO:0070761,GO:0042254,GO:0000492"
DARS2,"aspartyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:25538]",ENSG00000117593,ENSP00000355086,"GO:0000166,GO:0005524,GO:0004812,GO:0005737,GO:0006418,GO:0005515,GO:0042803,GO:0016874,GO:0003676,GO:0000049,GO:0004815,GO:0050560,GO:0005739,GO:0005634,GO:0005759,GO:0010467,GO:0043039,GO:0070145"
SNRPD2,small nuclear ribonucleoprotein D2 polypeptide 16.5kDa [Source:HGNC Symbol;Acc:11159],ENSG00000125743,ENSP00000468247,"GO:0030532,GO:0008380,GO:0005515,GO:0005829,GO:0005654,GO:0005681,GO:0005689,GO:0071013,GO:0010467,GO:0016070,GO:0000398,GO:0000245,GO:0000387,GO:0034660"
DICER1,"dicer 1, ribonuclease type III [Source:HGNC Symbol;Acc:17098]",ENSG00000100697,ENSP00000437256,"GO:0003723,GO:0005515,GO:0005524,GO:0003676,GO:0046872,GO:0003677,GO:0003725,GO:0008026,GO:0016787,GO:0004386,GO:0004525,GO:0035198,GO:0016891,GO:0005829,GO:0016442,GO:0000122,GO:0045944,GO:0006915,GO:0043066,GO:0035264,GO:0001525,GO:0051225,GO:0010467,GO:0009791,GO:0006396,GO:0021889,GO:0021987,GO:0051726,GO:0060119,GO:0019827,GO:0055013,GO:0031069,GO:0035116,GO:0048754,GO:0051607,GO:0021675,GO:0030324,GO:0048812,GO:0021522,GO:0048536,GO:0031054,GO:0014040,GO:0010626,GO:0031643,GO:0030422,GO:0045069,GO:0010070,GO:0070173,GO:0060576,GO:0045664,GO:2000630,GO:0035196,GO:0030423,GO:0048713,GO:0071335,GO:0032290,GO:0030425,GO:0030424,GO:0030426,GO:0005793,GO:0010468,GO:0050767,GO:0008283,GO:0048565,GO:0030326,GO:0001942,GO:0010628,GO:0045595,GO:0048730,GO:0031641,GO:0042487"
DYNLL1,"dynein, light chain, LC8-type 1 [Source:HGNC Symbol;Acc:15476]",ENSG00000088986,ENSP00000376297,"GO:0042803,GO:0019904,GO:0019899,GO:0008022,GO:0030235,GO:0016020,GO:0005829,GO:0005875,GO:0007017,GO:0005515,GO:0003774,GO:0005634,GO:0005886,GO:0005737,GO:0005739,GO:0005874,GO:0008180,GO:0005813,GO:0000776,GO:0072686,GO:0005868,GO:0006351,GO:0006915,GO:0006355,GO:0000278,GO:0006810,GO:0030036,GO:0000086,GO:0097193,GO:0007292,GO:0042326,GO:0019886,GO:0019048,GO:0009653,GO:1900740,GO:0005856"
ZNF638,zinc finger protein 638 [Source:HGNC Symbol;Acc:17894],ENSG00000075292,ENSP00000386433,"GO:0000166,GO:0003723,GO:0008270,GO:0003676,GO:0003690,GO:0005634,GO:0005737,GO:0043231,GO:0005654,GO:0016607,GO:0006351,GO:0006355,GO:0008380"
SAMD4B,sterile alpha motif domain containing 4B [Source:HGNC Symbol;Acc:25492],ENSG00000179134,ENSP00000317224,"GO:0005515,GO:0005634,GO:0005737,GO:0006351,GO:0006355"
SAMD4A,sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:23023] [Type: protein coding Ensembl/Havana merge],ENSG00000020577,ENSP00000375919,"GO:0005515,GO:0045202,GO:0030371,GO:0005737,GO:0030054,GO:0030425,GO:0045727,GO:0017148"
RTF1,"Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:28996]",ENSG00000137815,ENSP00000452973,"GO:0003677,GO:0005634,GO:0006352,GO:0016570,GO:0005515,GO:0003697,GO:0005730,GO:0016593,GO:0000122,GO:0019827,GO:0001711,GO:0045944,GO:0016055,GO:0051571,GO:0080182,GO:0032968"
CNOT4,"CCR4-NOT transcription complex, subunit 4 [Source:HGNC Symbol;Acc:7880]",ENSG00000080802,ENSP00000388491,"GO:0000166,GO:0003723,GO:0005515,GO:0008270,GO:0003676,GO:0004842,GO:0005634,GO:0005829,GO:0030014,GO:0010467,GO:0016070,GO:0016071,GO:0000288,GO:0000289,GO:0051865"
TARBP2,TAR (HIV-1) RNA binding protein 2 [Source:HGNC Symbol;Acc:11569],ENSG00000139546,ENSP00000266987,"GO:0005515,GO:0042803,GO:0003725,GO:0035197,GO:0035198,GO:0005634,GO:0005737,GO:0005829,GO:0048471,GO:0016442,GO:0006355,GO:0010467,GO:0006417,GO:0006357,GO:0006469,GO:0031054,GO:0030422,GO:0035280,GO:0046782,GO:0050689,GO:0045070,GO:0030423"
PRKRA,"protein kinase, interferon-inducible double stranded RNA dependent activator [Source:HGNC Symbol;Acc:9438]",ENSG00000180228,ENSP00000430604,"GO:0016301,GO:0005622,GO:0006950,GO:0006468,GO:0042473,GO:0042474,GO:0048705,GO:0003723,GO:0005515,GO:0042803,GO:0008047,GO:0005737,GO:0005829,GO:0048471,GO:0008285,GO:0009615,GO:0006955,GO:0010467,GO:0043085,GO:0030422,GO:0034599,GO:2001244"
GLE1,GLE1 RNA export mediator homolog (yeast) [Source:HGNC Symbol;Acc:4315],ENSG00000119392,ENSP00000438670,"GO:0005643,GO:0016973,GO:0005737,GO:0015031,GO:0006406"
EXOSC2,exosome component 2 [Source:HGNC Symbol;Acc:17097],ENSG00000130713,ENSP00000361427,"GO:0003723,GO:0004527,GO:0000178,GO:0005515,GO:0008312,GO:0000175,GO:0005634,GO:0005737,GO:0005829,GO:0005730,GO:0010467,GO:0016070,GO:0016071,GO:0000288,GO:0006364,GO:0030307,GO:0043928"
SSU72,SSU72 RNA polymerase II CTD phosphatase homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25016],ENSG00000160075,ENSP00000291386,"GO:0005515,GO:0004721,GO:0008420,GO:0005634,GO:0005737,GO:0006397,GO:0006378,GO:0070940"
GTPBP10,GTP-binding protein 10 (putative) [Source:HGNC Symbol;Acc:25106],ENSG00000105793,ENSP00000222511,"GO:0005525,GO:0000287,GO:0003924,GO:0005739,GO:0005694,GO:0005730,GO:0042254,GO:0015093,GO:0016021,GO:0015684"
RPL10A,ribosomal protein L10a [Source:HGNC Symbol;Acc:10299],ENSG00000198755,ENSP00000363018,"GO:0003723,GO:0003735,GO:0005829,GO:0022625,GO:0015934,GO:0006412,GO:0016032,GO:0010467,GO:0016070,GO:0016071,GO:0044267,GO:0006614,GO:0006414,GO:0019058,GO:0006413,GO:0009653,GO:0000184,GO:0006415,GO:0019083"
HENMT1,HEN1 methyltransferase homolog 1 (Arabidopsis) [Source:HGNC Symbol;Acc:26400] [Type: protein coding Ensembl/Havana merge],ENSG00000162639,ENSP00000359049,"GO:0003723,GO:0046872,GO:0008171,GO:0008173,GO:0043186,GO:0031047,GO:0001510,GO:0034587"
THOC2,THO complex 2 [Source:HGNC Symbol;Acc:19073],ENSG00000125676,ENSP00000347959,"GO:0003723,GO:0005515,GO:0016607,GO:0000346,GO:0000347,GO:0000445,GO:0006397,GO:0008380,GO:0016973,GO:0006406,GO:0046784"
ENDOG,endonuclease G [Source:HGNC Symbol;Acc:3346],ENSG00000167136,ENSP00000361725,"GO:0003676,GO:0046872,GO:0004519,GO:0016787,GO:0005739,GO:0046677,GO:0006310,GO:0001701,GO:0043065,GO:0034612,GO:0006309"
EXOG,"endo/exonuclease (5'-3'), endonuclease G-like [Source:HGNC Symbol;Acc:3347]",ENSG00000157036,ENSP00000350987,"GO:0003676,GO:0046872,GO:0004519,GO:0016787,GO:0005743,GO:0005739"
ASH1L,"ash1 (absent, small, or homeotic)-like (Drosophila) [Source:HGNC Symbol;Acc:19088]",ENSG00000116539,ENSP00000357330,"GO:0005515,GO:0008270,GO:0003677,GO:0018024,GO:0003682,GO:0005634,GO:0005737,GO:0005923,GO:0005694,GO:0005794,GO:0006366,GO:0006355,GO:0007267,GO:0006323"
TRMT10C,tRNA methyltransferase 10 homolog C (S. cerevisiae) [Source:HGNC Symbol;Acc:26022],ENSG00000174173,ENSP00000312356,"GO:0005634,GO:0005739,GO:0005515,GO:0008168,GO:0042645,GO:0008033,GO:0000964"
TRMT10A,tRNA methyltransferase 10 homolog A (S. cerevisiae) [Source:HGNC Symbol;Acc:28403],ENSG00000145331,ENSP00000423628,GO:0008168
TRMT10B,tRNA methyltransferase 10 homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:26454],ENSG00000165275,ENSP00000366982,GO:0008168
MRPL33,mitochondrial ribosomal protein L33 [Source:HGNC Symbol;Acc:14487],ENSG00000243147,ENSP00000296102,"GO:0003735,GO:0005739,GO:0005622,GO:0005840,GO:0006412"
